Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
F,35,caucasian,College,25K --50K,West,Resort,2016-07-16,2016-07-18,2016-05-22,3,1,0,BB,No,No,Refundable,Agent,Yes,Canceled,Yes,5,210
F,54,Asian American,College,50K -- 100K,West,City Hotel,2016-07-16,2016-07-17,2016-05-25,3,2,0,HB,Yes,No,No Deposit,Agent,Yes,Check-In,No,0,215
F,62,Latino,Grad,25K --50K,South,Airport Hotels,2016-07-16,2016-07-17,2016-03-22,2,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,238
M,31,Asian American,College,<25K,South,Resort,2016-07-16,2016-07-18,2015-12-29,2,1,0,BB,No,No,Refundable,Online,No,No-Show,No,0,225
M,45,African American,High-School,25K --50K,East,Resort,2016-07-16,2016-07-17,2016-03-31,2,1,0,FB,No,No,Refundable,Online,Yes,Canceled,No,0,119
F,60,caucasian,College,<25K,South,City Hotel,2016-07-17,2016-07-19,2016-01-22,1,1,2,FB,Yes,No,No Deposit,Agent,Yes,Check-In,No,0,239
M,31,African American,High-School,25K --50K,East,Resort,2016-07-17,2016-07-18,2016-05-08,4,3,0,BB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,10,193
F,61,Asian American,Grad,50K -- 100K,East,City Hotel,2016-07-17,2016-07-18,2016-01-20,2,2,1,BB,No,No,No Deposit,Agent,Yes,Check-In,No,0,164
F,55,Latino,High-School,50K -- 100K,West,Airport Hotels,2016-07-17,2016-07-20,2016-01-16,1,2,1,FB,No,No,Refundable,Online,Yes,Check-In,Yes,10,111
F,26,African American,Grad,25K --50K,East,Airport Hotels,2016-07-17,2016-07-19,2016-06-12,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,30,189
M,22,Latino,Mid-School,50K -- 100K,West,Resort,2016-07-17,2016-07-19,2016-05-01,3,3,0,HB,No,No,Refundable,Online,No,Canceled,Yes,10,150
M,58,African American,Grad,50K -- 100K,West,City Hotel,2016-07-17,2016-07-19,2016-02-04,5,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,20,235
F,63,African American,College,<25K,East,Airport Hotels,2016-07-17,2016-07-18,2016-05-10,2,1,1,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,184
F,30,Latino,College,>100K,South,Resort,2016-07-17,2016-07-18,2016-03-08,1,2,0,FB,No,No,Refundable,Direct,Yes,Check-In,No,0,228
M,64,African American,College,50K -- 100K,South,City Hotel,2016-07-17,2016-07-18,2016-02-10,3,2,0,FB,Yes,Yes,No Deposit,Online,Yes,No-Show,No,0,111
M,50,caucasian,College,50K -- 100K,North,Airport Hotels,2016-07-17,2016-07-18,2016-07-01,2,3,0,BB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,10,219
M,60,African American,College,25K --50K,South,Airport Hotels,2016-07-17,2016-07-19,2016-06-09,1,1,0,HB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,30,179
M,50,caucasian,College,25K --50K,West,Resort,2016-07-17,2016-07-18,2016-06-06,1,1,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,123
F,55,African American,College,25K --50K,West,Resort,2016-07-17,2016-07-19,2015-12-09,2,2,1,BB,No,No,No Deposit,Direct,No,Check-In,Yes,40,143
F,19,Latino,Mid-School,>100K,South,City Hotel,2016-07-17,2016-07-19,2016-05-07,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,209
F,48,Latino,High-School,50K -- 100K,South,City Hotel,2016-07-17,2016-07-18,2016-05-25,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,198
F,55,caucasian,High-School,25K --50K,South,City Hotel,2016-07-17,2016-07-18,2016-06-15,5,2,0,FB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,10,216
F,33,Latino,High-School,<25K,South,Airport Hotels,2016-07-17,2016-07-20,2016-01-18,1,1,1,FB,No,No,Refundable,Online,Yes,Canceled,Yes,40,207
M,62,African American,College,25K --50K,West,Airport Hotels,2016-07-17,2016-07-21,2016-05-14,2,2,0,BB,No,No,Non-Refundable,Online,No,No-Show,No,0,221
M,67,Latino,Grad,>100K,East,Resort,2016-07-17,2016-07-18,2016-01-26,1,3,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,105
M,26,caucasian,Grad,25K --50K,North,City Hotel,2016-07-17,2016-07-19,2016-04-04,1,1,0,HB,No,No,No Deposit,Agent,Yes,No-Show,Yes,10,186
F,52,Latino,Mid-School,<25K,West,Airport Hotels,2016-07-17,2016-07-18,2016-02-17,3,1,0,FB,No,No,No Deposit,Online,No,Check-In,Yes,15,141
M,57,Latino,Grad,50K -- 100K,South,Airport Hotels,2016-07-17,2016-07-20,2015-12-12,2,1,1,HB,No,No,No Deposit,Online,No,No-Show,Yes,10,223
M,57,Latino,College,<25K,West,City Hotel,2016-07-17,2016-07-18,2016-03-10,2,3,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,211
M,38,African American,College,>100K,South,Airport Hotels,2016-07-17,2016-07-18,2016-06-12,2,1,2,FB,Yes,No,No Deposit,Online,No,Canceled,No,0,204
M,25,caucasian,College,50K -- 100K,South,Airport Hotels,2016-07-17,2016-07-19,2016-03-21,2,2,0,BB,No,No,Refundable,Online,No,Check-In,Yes,5,130
F,35,Asian American,Mid-School,25K --50K,West,City Hotel,2016-07-17,2016-07-20,2016-01-27,1,3,0,FB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,30,126
F,21,African American,Mid-School,25K --50K,East,Airport Hotels,2016-07-17,2016-07-18,2016-05-14,3,1,0,HB,No,No,No Deposit,Agent,No,Canceled,Yes,5,180
M,49,Asian American,Mid-School,<25K,South,Resort,2016-07-17,2016-07-19,2016-03-05,5,2,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,142
M,61,African American,High-School,>100K,West,Airport Hotels,2016-07-17,2016-07-20,2016-07-01,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,115
M,38,Latino,Grad,25K --50K,West,City Hotel,2016-07-17,2016-07-21,2016-06-19,2,1,0,HB,No,No,No Deposit,Online,No,No-Show,Yes,20,131
M,60,Asian American,College,<25K,West,Airport Hotels,2016-07-18,2016-07-20,2016-03-09,2,1,0,FB,Yes,No,No Deposit,Online,Yes,Canceled,No,0,248
M,27,caucasian,College,25K --50K,East,City Hotel,2016-07-17,2016-07-20,2016-01-18,1,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,25,237
F,46,Asian American,College,<25K,North,City Hotel,2016-07-17,2016-07-19,2016-05-07,2,1,2,FB,Yes,Yes,Refundable,Online,Yes,No-Show,No,0,189
F,59,Latino,College,>100K,North,City Hotel,2016-07-17,2016-07-18,2015-12-24,2,2,1,HB,No,No,No Deposit,Online,No,Canceled,Yes,25,219
M,23,Asian American,College,25K --50K,South,City Hotel,2016-07-18,2016-07-20,2016-06-22,2,2,0,BB,No,No,Refundable,Online,Yes,Canceled,Yes,10,186
M,49,caucasian,High-School,50K -- 100K,North,Airport Hotels,2016-07-18,2016-07-19,2016-03-13,1,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,109
F,28,African American,High-School,<25K,West,City Hotel,2016-07-18,2016-07-19,2016-07-06,3,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,181
F,68,Latino,Mid-School,>100K,West,Airport Hotels,2016-07-18,2016-07-19,2016-02-01,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,136
F,55,African American,College,50K -- 100K,West,Resort,2016-07-18,2016-07-20,2016-02-18,1,1,0,FB,Yes,No,No Deposit,Direct,Yes,Canceled,Yes,15,238
F,22,caucasian,Grad,50K -- 100K,North,Airport Hotels,2016-07-18,2016-07-19,2016-06-16,3,2,0,FB,No,No,No Deposit,Agent,Yes,Canceled,Yes,20,209
M,51,caucasian,College,25K --50K,East,Airport Hotels,2016-07-18,2016-07-22,2016-06-24,3,1,0,HB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,40,138
F,18,Asian American,High-School,<25K,East,Resort,2016-07-18,2016-07-19,2016-06-15,2,1,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,20,102
M,42,African American,Mid-School,25K --50K,North,City Hotel,2016-07-18,2016-07-22,2016-06-14,1,2,1,FB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,119
F,68,Asian American,College,<25K,North,City Hotel,2016-07-18,2016-07-20,2016-04-18,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,239
M,23,caucasian,College,<25K,East,Airport Hotels,2016-07-18,2016-07-19,2016-05-18,1,1,0,BB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,15,118
M,18,Asian American,Mid-School,>100K,South,Airport Hotels,2016-07-18,2016-07-20,2016-07-07,5,3,1,BB,No,No,No Deposit,Online,No,Canceled,No,0,112
M,22,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,2016-07-18,2016-07-20,2015-12-22,2,2,0,FB,Yes,No,No Deposit,Online,No,No-Show,Yes,20,239
M,29,Latino,College,>100K,South,Airport Hotels,2016-07-18,2016-07-20,2016-02-28,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,221
M,60,Latino,Mid-School,50K -- 100K,East,City Hotel,2016-07-18,2016-07-20,2016-01-07,2,2,0,BB,Yes,No,Refundable,Agent,Yes,Canceled,Yes,15,208
M,49,African American,College,<25K,West,City Hotel,2016-07-18,2016-07-20,2016-06-23,5,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,25,107
M,18,caucasian,College,<25K,East,Airport Hotels,2016-07-18,2016-07-20,2016-06-03,3,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,188
F,40,African American,Mid-School,<25K,South,City Hotel,2016-07-18,2016-07-19,2016-05-26,2,2,0,FB,No,No,No Deposit,Direct,No,Check-In,Yes,25,230
F,30,African American,Mid-School,<25K,North,Resort,2016-07-18,2016-07-20,2016-06-06,2,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,141
M,53,Latino,College,25K --50K,South,City Hotel,2016-07-18,2016-07-19,2016-01-11,2,2,0,FB,No,No,No Deposit,Agent,Yes,Check-In,Yes,40,176
F,37,Asian American,High-School,50K -- 100K,West,Airport Hotels,2016-07-18,2016-07-20,2016-06-06,2,3,0,HB,No,No,Refundable,Agent,Yes,Canceled,Yes,5,228
M,24,African American,High-School,50K -- 100K,North,City Hotel,2016-07-18,2016-07-21,2016-04-17,3,1,0,BB,Yes,No,Refundable,Agent,No,Check-In,No,0,171
F,33,caucasian,Grad,<25K,South,City Hotel,2016-07-18,2016-07-20,2016-02-23,4,2,1,BB,Yes,No,No Deposit,Agent,Yes,Canceled,Yes,5,234
M,59,African American,College,<25K,North,Resort,2016-07-18,2016-07-19,2016-06-28,1,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,120
F,43,African American,High-School,>100K,East,Airport Hotels,2016-07-18,2016-07-20,2016-06-06,3,2,0,HB,No,No,Refundable,Direct,Yes,Check-In,No,0,174
F,36,caucasian,Mid-School,>100K,South,City Hotel,2016-07-18,2016-07-20,2016-02-14,1,1,2,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,195
F,36,caucasian,High-School,50K -- 100K,East,City Hotel,2016-07-18,2016-07-19,2016-03-30,5,1,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,5,120
F,36,caucasian,High-School,>100K,South,City Hotel,2016-07-18,2016-07-21,2016-05-07,1,1,1,HB,No,No,Refundable,Agent,Yes,Canceled,No,0,206
M,35,Asian American,High-School,25K --50K,East,City Hotel,2016-07-18,2016-07-21,2016-06-07,2,1,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,25,225
F,52,Asian American,Grad,>100K,South,City Hotel,2016-07-18,2016-07-19,2016-01-13,2,1,0,FB,No,No,No Deposit,Online,No,Check-In,Yes,5,203
F,61,caucasian,Mid-School,>100K,South,Airport Hotels,2016-07-18,2016-07-19,2015-12-19,2,2,0,HB,No,No,No Deposit,Direct,No,Check-In,Yes,15,237
M,69,Latino,College,25K --50K,West,Resort,2016-07-24,2016-07-26,2016-05-19,4,3,0,BB,No,No,No Deposit,Agent,Yes,Canceled,Yes,15,204
F,49,caucasian,Grad,<25K,South,City Hotel,2016-07-18,2016-07-19,2016-07-02,3,2,1,HB,No,No,No Deposit,Online,No,Canceled,Yes,10,128
F,46,Latino,College,25K --50K,West,Resort,2016-07-18,2016-07-20,2016-05-08,2,1,0,BB,No,No,Non-Refundable,Online,No,Check-In,Yes,10,143
M,37,Asian American,College,>100K,South,Resort,2016-07-18,2016-07-20,2016-01-28,2,3,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,231
F,64,African American,Mid-School,<25K,West,Airport Hotels,2016-07-18,2016-07-22,2016-05-15,2,1,2,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,110
M,19,caucasian,College,<25K,East,City Hotel,2016-07-19,2016-07-20,2016-01-26,1,1,0,HB,No,No,No Deposit,Online,No,Canceled,Yes,20,217
M,63,Asian American,Mid-School,25K --50K,East,Airport Hotels,2016-07-19,2016-07-22,2016-04-25,2,3,2,BB,No,No,Refundable,Online,No,Canceled,Yes,15,115
F,38,African American,Grad,>100K,South,City Hotel,2016-07-19,2016-07-20,2016-07-11,2,2,0,FB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,15,248
M,63,caucasian,Mid-School,>100K,South,Resort,2016-07-19,2016-07-20,2016-06-26,2,2,1,BB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,10,113
F,36,Latino,Mid-School,50K -- 100K,East,Resort,2016-07-19,2016-07-20,2016-04-06,3,2,1,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,182
F,31,Asian American,College,25K --50K,West,Resort,2016-07-19,2016-07-20,2015-12-16,2,3,0,FB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,5,126
F,67,Asian American,College,50K -- 100K,South,City Hotel,2016-07-19,2016-07-22,2016-06-26,2,2,0,FB,Yes,No,No Deposit,Online,No,Canceled,Yes,40,144
F,41,caucasian,Grad,50K -- 100K,South,Airport Hotels,2016-07-19,2016-07-20,2015-12-22,1,2,0,FB,Yes,No,Refundable,Agent,No,Check-In,No,0,104
M,27,Asian American,Mid-School,50K -- 100K,West,City Hotel,2016-07-19,2016-07-23,2016-02-17,1,2,1,FB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,225
M,67,Latino,Grad,50K -- 100K,East,Airport Hotels,2016-07-19,2016-07-21,2016-02-26,1,2,0,FB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,10,234
F,31,Asian American,College,<25K,North,Resort,2016-07-19,2016-07-20,2016-03-10,1,1,0,FB,No,No,No Deposit,Agent,Yes,Canceled,No,0,113
M,22,African American,High-School,<25K,South,Airport Hotels,2016-07-19,2016-07-20,2016-06-28,2,1,1,HB,Yes,Yes,No Deposit,Agent,Yes,Canceled,No,0,216
F,45,African American,College,>100K,East,Resort,2016-07-19,2016-07-21,2016-07-19,2,3,0,FB,No,No,Refundable,Agent,Yes,Canceled,Yes,5,106
F,64,Latino,Mid-School,50K -- 100K,West,Airport Hotels,2016-07-19,2016-07-20,2016-07-08,2,2,0,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,200
M,61,Asian American,High-School,50K -- 100K,West,Airport Hotels,2016-07-19,2016-07-20,2016-07-18,1,2,1,HB,No,No,No Deposit,Online,No,Canceled,No,0,217
M,70,Asian American,College,<25K,East,Resort,2016-07-19,2016-07-20,2016-02-16,2,2,0,FB,No,No,No Deposit,Online,No,Check-In,Yes,10,111
F,45,Asian American,High-School,50K -- 100K,South,City Hotel,2016-07-19,2016-07-20,2016-01-29,4,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,214
F,43,Latino,Mid-School,>100K,West,Resort,2016-07-19,2016-07-21,2016-04-24,2,2,1,HB,No,No,Non-Refundable,Direct,Yes,No-Show,Yes,15,191
F,40,Asian American,Mid-School,25K --50K,South,Resort,2016-07-19,2016-07-20,2016-03-02,1,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,187
F,48,Asian American,Grad,25K --50K,South,City Hotel,2016-07-19,2016-07-23,2016-03-04,1,1,1,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,204
F,42,Asian American,College,25K --50K,North,City Hotel,2016-07-19,2016-07-20,2016-01-20,1,2,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,25,232
M,41,Asian American,Grad,<25K,North,City Hotel,2016-07-19,2016-07-22,2016-04-03,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-In,No,0,159
F,57,Asian American,College,25K --50K,East,Airport Hotels,2016-07-19,2016-07-20,2016-07-15,1,1,2,FB,No,No,Refundable,Direct,No,Canceled,Yes,25,230
F,47,caucasian,Grad,<25K,South,Airport Hotels,2016-07-19,2016-07-22,2016-06-01,3,1,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,20,210
F,63,Asian American,College,>100K,East,Resort,2016-07-19,2016-07-21,2016-03-19,2,1,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,228
M,53,Asian American,College,25K --50K,North,Airport Hotels,2016-07-19,2016-07-21,2016-03-31,2,2,0,BB,Yes,No,No Deposit,Online,No,Check-In,No,0,203
F,18,caucasian,Mid-School,50K -- 100K,West,Resort,2016-07-19,2016-07-20,2016-03-09,2,1,1,HB,Yes,No,Refundable,Direct,Yes,Canceled,No,0,104
M,66,African American,Grad,>100K,North,City Hotel,2016-07-19,2016-07-20,2016-02-14,1,1,0,FB,No,No,Non-Refundable,Online,No,No-Show,Yes,15,141
M,67,Asian American,Mid-School,25K --50K,East,City Hotel,2016-07-19,2016-07-20,2016-07-06,3,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,213
F,56,African American,High-School,50K -- 100K,South,Resort,2016-07-19,2016-07-21,2016-02-11,3,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,215
M,21,Asian American,High-School,<25K,West,Resort,2016-07-19,2016-07-20,2016-02-25,2,1,0,HB,Yes,No,No Deposit,Direct,No,Canceled,Yes,25,193
F,21,caucasian,High-School,50K -- 100K,West,Airport Hotels,2017-07-15,2017-07-16,2017-06-24,3,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,30,205
F,69,Latino,College,50K -- 100K,North,Airport Hotels,2016-07-19,2016-07-20,2016-06-19,5,1,2,BB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,10,125
F,46,Latino,Mid-School,50K -- 100K,East,Resort,2016-07-19,2016-07-20,2016-03-27,3,1,0,HB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,219
F,66,Asian American,High-School,25K --50K,West,Airport Hotels,2016-07-19,2016-07-21,2016-01-19,1,2,1,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,25,229
M,59,Asian American,Grad,50K -- 100K,West,Airport Hotels,2016-07-19,2016-07-20,2016-06-30,2,2,0,FB,No,No,Refundable,Online,Yes,Check-In,Yes,10,169
F,43,Latino,College,25K --50K,South,Airport Hotels,2016-07-20,2016-07-21,2016-06-22,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,10,211
F,38,caucasian,High-School,<25K,South,City Hotel,2016-07-20,2016-07-23,2015-12-18,2,1,1,HB,No,No,Refundable,Agent,Yes,Check-In,Yes,20,182
M,25,Latino,College,>100K,South,Airport Hotels,2016-07-20,2016-07-22,2016-03-28,1,1,0,FB,Yes,No,No Deposit,Online,No,Check-In,No,0,229
F,27,Latino,College,25K --50K,East,Airport Hotels,2016-07-20,2016-07-22,2015-12-19,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,131
F,55,caucasian,Mid-School,<25K,South,City Hotel,2016-07-20,2016-07-21,2016-04-21,4,1,0,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,20,179
M,28,Latino,Grad,50K -- 100K,North,Airport Hotels,2016-07-20,2016-07-22,2016-03-18,2,1,1,BB,No,No,No Deposit,Online,No,Canceled,Yes,30,198
M,39,caucasian,High-School,50K -- 100K,North,City Hotel,2016-07-20,2016-07-21,2016-05-19,2,2,1,HB,No,No,Non-Refundable,Direct,No,Check-In,Yes,20,104
F,30,Latino,Grad,50K -- 100K,South,City Hotel,2016-07-20,2016-07-21,2016-01-26,3,2,0,FB,No,No,Refundable,Online,Yes,Check-In,Yes,5,215
F,35,caucasian,Grad,<25K,North,Resort,2016-07-20,2016-07-24,2016-03-23,2,1,0,FB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,5,232
F,43,African American,High-School,25K --50K,South,Airport Hotels,2016-07-20,2016-07-23,2016-02-27,4,2,1,FB,No,No,No Deposit,Direct,Yes,Canceled,Yes,25,243
F,61,caucasian,Grad,<25K,South,City Hotel,2016-07-20,2016-07-21,2016-03-08,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,218
F,69,African American,College,50K -- 100K,East,Resort,2016-07-20,2016-07-21,2016-04-24,1,2,0,BB,Yes,No,Non-Refundable,Agent,No,Check-In,No,0,237
F,44,caucasian,Mid-School,50K -- 100K,South,City Hotel,2016-07-20,2016-07-23,2015-12-28,2,1,0,HB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,20,103
F,45,caucasian,College,<25K,South,City Hotel,2016-07-20,2016-07-21,2016-04-02,1,1,0,FB,Yes,Yes,No Deposit,Online,No,Canceled,No,0,207
M,67,Latino,College,50K -- 100K,South,Resort,2016-07-20,2016-07-21,2016-05-10,5,2,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,25,199
M,63,African American,Grad,25K --50K,West,City Hotel,2016-07-20,2016-07-22,2015-12-19,4,3,0,HB,Yes,No,No Deposit,Agent,Yes,No-Show,No,0,163
M,56,Latino,Mid-School,50K -- 100K,West,City Hotel,2016-07-20,2016-07-21,2016-05-29,2,1,0,HB,No,No,No Deposit,Direct,No,Check-In,Yes,20,217
F,20,African American,Grad,25K --50K,West,Airport Hotels,2016-07-20,2016-07-21,2016-06-27,1,2,2,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,15,244
M,34,African American,Grad,>100K,East,Airport Hotels,2016-07-20,2016-07-21,2016-05-17,2,2,0,HB,No,No,No Deposit,Direct,No,Canceled,Yes,5,249
M,40,African American,Mid-School,<25K,South,City Hotel,2016-07-20,2016-07-21,2016-03-31,2,3,1,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,20,137
F,46,Asian American,College,25K --50K,South,Airport Hotels,2016-07-24,2016-07-26,2016-02-05,1,2,1,HB,Yes,Yes,Non-Refundable,Agent,No,Check-In,Yes,5,223
F,48,African American,High-School,>100K,East,Airport Hotels,2016-07-21,2016-07-22,2016-04-04,2,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,40,227
M,64,Latino,College,<25K,South,Airport Hotels,2016-07-24,2016-07-25,2016-03-13,2,2,0,HB,Yes,Yes,Non-Refundable,Online,Yes,Canceled,Yes,20,231
M,57,Latino,College,25K --50K,North,City Hotel,2016-07-21,2016-07-22,2016-06-28,3,1,2,HB,Yes,Yes,Refundable,Online,No,Check-In,Yes,40,213
F,19,Latino,High-School,<25K,West,Resort,2016-07-21,2016-07-24,2016-07-18,1,2,1,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,10,174
F,66,African American,College,<25K,West,Airport Hotels,2016-07-24,2016-07-25,2016-02-01,1,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,20,174
M,32,caucasian,Mid-School,25K --50K,North,Airport Hotels,2016-07-21,2016-07-22,2016-01-15,4,3,0,HB,No,No,No Deposit,Agent,Yes,No-Show,Yes,25,241
F,61,African American,College,50K -- 100K,North,Airport Hotels,2016-07-21,2016-07-25,2016-03-13,4,1,0,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,10,136
M,61,caucasian,High-School,25K --50K,West,Resort,2016-07-21,2016-07-25,2016-05-30,1,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,25,203
F,44,Latino,Mid-School,50K -- 100K,West,City Hotel,2016-07-21,2016-07-23,2016-02-13,1,2,1,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,201
F,31,Latino,Grad,50K -- 100K,North,City Hotel,2016-07-21,2016-07-24,2016-01-11,3,1,0,HB,No,No,Refundable,Direct,Yes,Canceled,Yes,10,124
M,30,Asian American,Grad,25K --50K,East,Airport Hotels,2017-07-18,2017-07-19,2017-03-26,1,3,0,BB,No,No,Refundable,Direct,No,Check-In,Yes,10,157
F,19,caucasian,Grad,<25K,East,Airport Hotels,2016-07-21,2016-07-23,2016-01-29,2,1,0,HB,No,No,No Deposit,Direct,Yes,No-Show,Yes,5,211
F,39,Latino,Grad,50K -- 100K,East,City Hotel,2017-07-18,2017-07-20,2017-03-23,2,3,0,HB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,10,173
F,57,caucasian,Grad,50K -- 100K,East,Resort,2016-07-21,2016-07-23,2016-02-10,4,3,0,FB,No,No,Refundable,Online,No,Canceled,Yes,5,167
F,57,Latino,High-School,<25K,West,Airport Hotels,2016-07-21,2016-07-22,2016-02-16,1,1,0,FB,No,No,No Deposit,Agent,Yes,Canceled,Yes,25,185
F,31,Latino,High-School,<25K,South,City Hotel,2016-07-21,2016-07-25,2016-05-03,1,3,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,112
F,30,Latino,Mid-School,50K -- 100K,South,Airport Hotels,2016-07-21,2016-07-22,2016-03-21,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,213
F,43,caucasian,Mid-School,<25K,South,Resort,2016-07-21,2016-07-22,2016-05-15,2,1,2,HB,No,No,No Deposit,Direct,Yes,Canceled,Yes,5,211
F,23,Asian American,High-School,>100K,North,Resort,2016-07-21,2016-07-22,2016-07-14,2,1,1,BB,No,No,No Deposit,Direct,Yes,No-Show,No,0,218
F,26,Latino,College,50K -- 100K,West,City Hotel,2016-07-21,2016-07-25,2016-02-19,2,2,1,BB,Yes,Yes,Refundable,Agent,No,Canceled,Yes,10,141
F,52,African American,College,25K --50K,West,Airport Hotels,2016-07-21,2016-07-22,2015-12-13,4,2,0,FB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,197
F,51,caucasian,College,50K -- 100K,West,City Hotel,2016-07-21,2016-07-23,2016-06-13,2,1,0,BB,Yes,No,No Deposit,Direct,No,Check-In,Yes,30,110
F,41,African American,Grad,50K -- 100K,West,City Hotel,2016-07-21,2016-07-22,2016-03-15,1,1,1,FB,Yes,No,No Deposit,Agent,Yes,Canceled,Yes,25,107
M,65,caucasian,High-School,>100K,West,Airport Hotels,2016-07-21,2016-07-25,2016-03-15,1,2,0,FB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,106
F,66,Asian American,College,25K --50K,East,Airport Hotels,2016-07-21,2016-07-23,2016-07-17,1,2,0,HB,Yes,Yes,Refundable,Direct,No,Check-In,No,0,166
